Country Name,Year,Primary Enrollment,GDP per Capita
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,63.21
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,7.92955879999999
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,11.0
Brazil,2001,19727684.0,19.8843401311911
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,53.5716112142027
Brazil,2001,19727684.0,76.135852108248
Brazil,2001,19727684.0,13.0895379354002
Brazil,2001,19727684.0,0.713388279963127
Brazil,2001,19727684.0,163121291103.096
Brazil,2001,19727684.0,381437733704.394
Brazil,2001,19727684.0,172226311098.832
Brazil,2001,19727684.0,73299279379.4656
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,33.2576838644364
Brazil,2001,19727684.0,186237610000.0
Brazil,2001,19727684.0,68.0
